DeptTag,CourseNum,CourseName,Term,reqsFilled,period
LING,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period
LING,110.0,Introduction to Linguistics,Spring 2020,FSR,2a
LING,115.0,Introduction to the Theory of Syntax,Spring 2020,FSR,3a
LING,150.0,From Esperanto to Dothraki: The Linguistics of Invented Languages,Spring 2020,"SOC, HUM, WRC",3a
LING,280.0,Field Methods in Linguistics,Spring 2020,"SOC, LAB, QRE",3a
LING,285.07,Japanese Linguistics in Kyoto Seminar: The Linguistics of the Japanese Writing System,Spring 2020,,Unable to determine class period
LING,286.07,Japanese Linguistics in Kyoto Seminar: The Structure of Japanese,Spring 2020,,Unable to determine class period
LING,340.0,Topics in Semantics,Spring 2020,FSR,4a
LCST,101.08,Buddhist Studies in India Program: Elementary Tibetan,Fall 2019,,Unable to determine class period
LCST,101.09,Buddhist Studies India Program: Elementary Hindi,Fall 2019,,Unable to determine class period
LCST,103.07,Buddhist Studies India Program: Intermediate Hindi,Fall 2019,,Unable to determine class period
LCST,245.0,The Critical Toolbox: Who's Afraid of Theory?,Winter 2020,"LAA, WRC, INS",4a
MATH,101.0,Calculus with Problem Solving,Fall 2019,FSR,1a
MATH,111.01,Introduction to Calculus,Fall 2019,FSR,1a
MATH,111.02,Introduction to Calculus,Fall 2019,FSR,4a
MATH,111.03,Introduction to Calculus,Fall 2019,FSR,6a
MATH,120.01,Calculus 2,Fall 2019,FSR,2a
MATH,120.02,Calculus 2,Fall 2019,FSR,3a
MATH,120.03,Calculus 2,Fall 2019,FSR,5a
MATH,120.04,Calculus 2,Fall 2019,FSR,6a
MATH,210.0,Calculus 3,Fall 2019,FSR,3a
MATH,211.01,Introduction to Multivariable Calculus,Fall 2019,FSR,1a
MATH,211.02,Introduction to Multivariable Calculus,Fall 2019,FSR,3a
MATH,211.03,Introduction to Multivariable Calculus,Fall 2019,FSR,4a
MATH,215.01,Introduction to Statistics,Fall 2019,"FSR, QRE",1a
MATH,215.02,Introduction to Statistics,Fall 2019,"FSR, QRE",4a
MATH,232.01,Linear Algebra,Fall 2019,FSR,2a
MATH,232.02,Linear Algebra,Fall 2019,FSR,3a
MATH,236.0,Mathematical Structures,Fall 2019,FSR,2a
MATH,245.0,Applied Regression Analysis,Fall 2019,"FSR, QRE",2a
MATH,265.01,Probability,Fall 2019,FSR,1a
MATH,265.02,Probability,Fall 2019,FSR,5a
MATH,280.0,Statistical Consulting,Fall 2019,"FSR, QRE",1/2c
MATH,295.0,Numerical Analysis,Fall 2019,FSR,4a
MATH,315.0,Topics Probability/Statistics: Bayesian Statistics,Fall 2019,"FSR, QRE",4a
MATH,321.0,Real Analysis I,Fall 2019,FSR,5a
MATH,332.0,Advanced Linear Algebra,Fall 2019,FSR,3a
MATH,400.01,Integrative Exercise,Fall 2019,,1/2c
MATH,400.02,Integrative Exercise,Fall 2019,,1/2c
MATH,400.03,Integrative Exercise,Fall 2019,,Unable to determine class period
MATH,400.04,Integrative Exercise,Fall 2019,,6a
MATH,400.05,Integrative Exercise,Fall 2019,,1/2c
MATH,400.06,Integrative Exercise,Fall 2019,,1/2c
MATH,400.08,Integrative Exercise,Fall 2019,,1/2c
MATH,400.09,Integrative Exercise,Fall 2019,,1/2c
MATH,111.01,Introduction to Calculus,Winter 2020,FSR,5a
MATH,120.01,Calculus 2,Winter 2020,FSR,1a
MATH,120.02,Calculus 2,Winter 2020,FSR,3a
MATH,120.03,Calculus 2,Winter 2020,FSR,6a
MATH,206.0,A Tour of Mathematics,Winter 2020,,Unable to determine class period
MATH,210.01,Calculus 3,Winter 2020,FSR,1a
MATH,210.02,Calculus 3,Winter 2020,FSR,2a
MATH,211.0,Introduction to Multivariable Calculus,Winter 2020,FSR,4a
MATH,215.01,Introduction to Statistics,Winter 2020,"FSR, QRE",1a
MATH,215.02,Introduction to Statistics,Winter 2020,"FSR, QRE",2a
MATH,215.03,Introduction to Statistics,Winter 2020,"FSR, QRE",4a
MATH,232.01,Linear Algebra,Winter 2020,FSR,2a
MATH,232.02,Linear Algebra,Winter 2020,FSR,3a
MATH,236.0,Mathematical Structures,Winter 2020,FSR,4a
MATH,241.0,Ordinary Differential Equations,Winter 2020,FSR,4a
MATH,245.0,Applied Regression Analysis,Winter 2020,"FSR, QRE",5a
MATH,265.0,Probability,Winter 2020,FSR,4a
MATH,275.0,Introduction to Statistical Inference,Winter 2020,"FSR, QRE",2a
MATH,280.0,Statistical Consulting,Winter 2020,"FSR, QRE",Unable to determine class period
MATH,285.0,Introduction to Data Science,Winter 2020,"FSR, QRE",1a
MATH,331.0,Real Analysis II,Winter 2020,FSR,3a
MATH,333.0,Combinatorial Theory,Winter 2020,FSR,5a
MATH,342.0,Abstract Algebra I,Winter 2020,FSR,3a
MATH,354.0,Topology,Winter 2020,FSR,2a
MATH,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.03,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.04,Integrative Exercise,Winter 2020,,6a
MATH,400.05,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.06,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.08,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.09,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.1,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.11,Integrative Exercise,Winter 2020,,6a
MATH,400.12,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.13,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,400.14,Integrative Exercise,Winter 2020,,Unable to determine class period
MATH,120.0,Calculus 2,Spring 2020,FSR,5a
MATH,210.01,Calculus 3,Spring 2020,FSR,3a
MATH,210.02,Calculus 3,Spring 2020,FSR,5a
MATH,215.01,Introduction to Statistics,Spring 2020,"FSR, QRE",1a
MATH,215.02,Introduction to Statistics,Spring 2020,"FSR, QRE",4a
MATH,232.01,Linear Algebra,Spring 2020,FSR,4a
MATH,232.02,Linear Algebra,Spring 2020,FSR,5a
MATH,236.01,Mathematical Structures,Spring 2020,FSR,2a
MATH,236.02,Mathematical Structures,Spring 2020,FSR,3a
MATH,241.0,Ordinary Differential Equations,Spring 2020,FSR,3a
MATH,244.0,Geometries,Spring 2020,FSR,4a
MATH,245.01,Applied Regression Analysis,Spring 2020,"FSR, QRE",5a
MATH,275.0,Introduction to Statistical Inference,Spring 2020,"FSR, QRE",2a
MATH,280.0,Statistical Consulting,Spring 2020,"FSR, QRE",Unable to determine class period
MATH,285.0,Introduction to Data Science,Spring 2020,"FSR, QRE",1a
MATH,295.0,Seminar in Set Theory,Spring 2020,FSR,2a
MATH,312.0,Elementary Theory of Numbers,Spring 2020,FSR,4a
MATH,321.0,Real Analysis I,Spring 2020,FSR,5a
MATH,341.0,Partial Differential Equations,Spring 2020,FSR,3a
MATH,345.0,Advanced Statistical Modeling,Spring 2020,"FSR, QRE",3a
MATH,352.0,Topics in Abstract Algebra,Spring 2020,FSR,2a
MATH,361.0,Complex Analysis,Spring 2020,FSR,5a
MATH,400.01,Integrative Exercise,Spring 2020,,Unable to determine class period
MATH,400.09,Integrative Exercise,Spring 2020,,Unable to determine class period
MATH,400.1,Integrative Exercise,Spring 2020,,Unable to determine class period
MATH,400.11,Integrative Exercise,Spring 2020,,Unable to determine class period
MATH,400.12,Integrative Exercise,Spring 2020,,Unable to determine class period
MATH,400.13,Integrative Exercise,Spring 2020,,Unable to determine class period
MATH,400.14,Integrative Exercise,Spring 2020,,Unable to determine class period
MEST,395.0,Middle East Studies Capstone,Spring 2020,,1a
MUSC,100.0,I Got Rhythm: The Science of Musical Time,Fall 2019,"A&I, WRC, QRE",2/3c
MUSC,103.0,Musicianship I,Fall 2019,ARP,2/3c
MUSC,110.0,Theory I: The Materials of Music,Fall 2019,LAA,2a
MUSC,115.0,Listening to the Movies,Fall 2019,"LAA, WRC",2/3c
MUSC,136.0,History of Rock,Fall 2019,"LAA, WRC, IDS",3a
MUSC,196.0,Jazz Workshop,Fall 2019,ARP,2/3c
MUSC,221.0,Electronic Music Composition,Fall 2019,ARP,5a
MUSC,239.0,The Philosophy of Music,Fall 2019,"LAA, WRC",2/3c
MUSC,400.0,Integrative Exercise,Fall 2019,,2/3c
MUSC,400.01,Integrative Exercise,Fall 2019,,2/3c
MUSC,400.02,Integrative Exercise,Fall 2019,,2/3c
MUSC,400.03,Integrative Exercise,Fall 2019,,2/3c
MUSC,400.04,Integrative Exercise,Fall 2019,,2/3c
MUSC,150.0,Piano,Fall 2019,,2/3c
MUSC,150.01,Piano,Fall 2019,ARP,2/3c
MUSC,150.02,Piano,Fall 2019,ARP,2/3c
MUSC,150.03,Piano,Fall 2019,ARP,2/3c
MUSC,150.04,Piano,Fall 2019,ARP,2/3c
MUSC,150.0,Piano (Juried),Fall 2019,,2/3c
MUSC,150.01,Piano (Juried),Fall 2019,ARP,2/3c
MUSC,150.02,Piano (Juried),Fall 2019,ARP,2/3c
MUSC,150.03,Piano (Juried),Fall 2019,ARP,2/3c
MUSC,104.0,Musicianship II,Winter 2020,ARP,5/6c
MUSC,108.0,Introduction to Music Technology,Winter 2020,ARP,4a
MUSC,126.0,America's Music,Winter 2020,"WRC, LAA, IDS",5/6c
MUSC,196.0,Jazz Workshop,Winter 2020,ARP,5/6c
MUSC,204.0,Theory II: Musical Structures,Winter 2020,"LAA, WRC, QRE",1a
MUSC,218.0,Listening to Dance Music,Winter 2020,"LAA, WRC",5/6c
MUSC,219.0,The Musical Avant-Garde,Winter 2020,"LAA, WRC",5/6c
MUSC,247.01,1950s/60s American Folk Music Revival,Winter 2020,"ARP, WRC, IDS",3a
MUSC,247.02,1950s/60s American Folk Music Revival,Winter 2020,"ARP, WRC, IDS",3a
MUSC,342.0,Creative Music Performance Seminar,Winter 2020,ARP,5a
MUSC,400.0,Integrative Exercise,Winter 2020,,5/6c
MUSC,150.0,Piano,Winter 2020,,5/6c
MUSC,150.01,Piano,Winter 2020,ARP,5/6c
MUSC,150.02,Piano,Winter 2020,ARP,5/6c
MUSC,150.03,Piano,Winter 2020,ARP,5/6c
MUSC,150.04,Piano,Winter 2020,ARP,5/6c
MUSC,150.0,Piano (Juried),Winter 2020,,5/6c
MUSC,150.01,Piano (Juried),Winter 2020,ARP,5/6c
MUSC,150.02,Piano (Juried),Winter 2020,ARP,5/6c
MUSC,150.03,Piano (Juried),Winter 2020,ARP,5/6c
MUSC,150.04,Piano (Juried),Winter 2020,ARP,5/6c
MUSC,101.0,Music Fundamentals,Spring 2020,ARP,5a
MUSC,111.0,Smashing the Idols,Spring 2020,,Unable to determine class period
MUSC,131.0,The Blues From the Delta to Chicago,Spring 2020,"LAA, IDS",5a
MUSC,196.0,Jazz Workshop,Spring 2020,ARP,2a
MUSC,208.0,Computer Music and Sound,Spring 2020,ARP,2a
MUSC,217.0,Opera in the News,Spring 2020,"LAA, WRC",2a
MUSC,223.0,Vocal Counterpoint,Spring 2020,ARP,5a
MUSC,248.0,Music of South Asia,Spring 2020,"ARP, INS",2a
MUSC,337.0,Music in Social Movements,Spring 2020,"WRC, LAA, IDS",3a
MUSC,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period
MUSC,150.0,Piano,Spring 2020,,Unable to determine class period
MUSC,150.01,Piano,Spring 2020,ARP,Unable to determine class period
MUSC,150.02,Piano,Spring 2020,ARP,Unable to determine class period
MUSC,150.03,Piano,Spring 2020,ARP,Unable to determine class period
MUSC,150.04,Piano,Spring 2020,ARP,Unable to determine class period
MUSC,150.0,Piano (Juried),Spring 2020,,Unable to determine class period
MUSC,150.01,Piano (Juried),Spring 2020,ARP,Unable to determine class period
MUSC,150.02,Piano (Juried),Spring 2020,ARP,Unable to determine class period
MUSC,150.03,Piano (Juried),Spring 2020,ARP,Unable to determine class period
MUSC,150.04,Piano (Juried),Spring 2020,ARP,Unable to determine class period
MUSC,151.0,Voice,Spring 2020,,Unable to determine class period
NEUR,127.52,Foundations in Neuroscience & Lab,Fall 2019,"QRE, LAB, QRE, LAB",3a
NEUR,127.53,Foundations in Neuroscience & Lab,Fall 2019,"QRE, LAB, QRE, LAB",3a
NEUR,238.0,Evolution of the Nervous System: Cells to Systems,Spring 2020,QRE,4a
NEUR,239.01,Evolution of the Nervous System Lab,Spring 2020,QRE,Unable to determine class period
NEUR,239.02,Evolution of the Nervous System Lab,Spring 2020,QRE,2a
NEUR,395.0,Neuroscience Capstone Seminar,Spring 2020,"WRC, QRE",Unable to determine class period
PHIL,100.0,"Science, Faith and Rationality",Fall 2019,"A&I, LAA, WRC",3a
PHIL,100.01,Family Values: The Ethics of Being a Family,Fall 2019,"A&I, HUM, WRC, IDS",2a
PHIL,113.0,The Individual and the Political Community,Fall 2019,"HUM, INS, WRC",4a
PHIL,122.0,Identity and Leadership,Fall 2019,"HUM, WRC, IDS",3a
PHIL,210.0,Logic,Fall 2019,FSR,5a
PHIL,251.0,"Evidence, Objectivity, and Realism in the Sciences",Fall 2019,"HUM, WRC",4/5c
PHIL,270.0,Ancient Philosophy,Fall 2019,"HUM, INS, WRC",2a
PHIL,299.01,Ethics Bowl,Fall 2019,,4/5c
PHIL,318.07,Buddhist Studies India Program: Buddhist Philosophy,Fall 2019,,4/5c
PHIL,398.0,Comps Proposal,Fall 2019,,4/5c
PHIL,115.0,"Skepticism, God, and Ethical Dilemmas",Winter 2020,"HUM, WRC",5a
PHIL,210.0,Logic,Winter 2020,FSR,2a
PHIL,213.0,Ethics,Winter 2020,"HUM, WRC, INS",Unable to determine class period
PHIL,226.0,Love and Friendship,Winter 2020,"HUM, WRC",Unable to determine class period
PHIL,228.0,Freedom and Alienation in Black American Philosophy,Winter 2020,"HUM, WRC, IDS",3a
PHIL,289.0,"Death, Dinner, and Discussion",Winter 2020,,Unable to determine class period
PHIL,399.0,Senior Thesis,Winter 2020,,Unable to determine class period
PHIL,113.0,The Individual and the Political Community,Spring 2020,"HUM, INS, WRC",2a
PHIL,115.0,"Skepticism, God, and Ethical Dilemmas",Spring 2020,"HUM, WRC",Unable to determine class period
PHIL,217.0,Reason in Context: Limitations and Possibilities,Spring 2020,HUM,4a
PHIL,222.0,Topics in Medical Ethics,Spring 2020,"HUM, WRC",5a
PHIL,223.0,Philosophy of Language,Spring 2020,"HUM, WRC",3a
PHIL,272.0,Early Modern Philosophy,Spring 2020,"HUM, WRC, INS",Unable to determine class period
PHIL,305.0,"Frederick Douglass: The Philosophies of a Slave, Citizen, and Diplomat",Spring 2020,"HUM, IDS",Unable to determine class period
PHIL,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period
PE,101.0,Aerobics,Fall 2019,PER,Unable to determine class period
PE,102.0,"Aikido, Intermediate",Fall 2019,PER,Unable to determine class period
PE,103.0,"Aikido, Beginning",Fall 2019,PER,Unable to determine class period
PE,104.0,"Aikido, Advanced",Fall 2019,PER,Unable to determine class period
PE,106.0,"Badminton, Intermediate",Fall 2019,PER,4a
PE,107.0,Ballet I,Fall 2019,PER,2a
PE,108.0,Ballet II,Fall 2019,PER,3a
PE,110.0,Fundamentals of Baseball,Fall 2019,PER,Unable to determine class period
PE,115.0,Contemporary Dance Forms I,Fall 2019,PER,5a
PE,121.0,"Fencing, Beginning",Fall 2019,PER,Unable to determine class period
PE,125.0,Folk Dance,Fall 2019,PER,Unable to determine class period
PE,130.0,Advanced Golf,Fall 2019,PER,Unable to determine class period
PE,140.0,Introduction to Art & Science of Tai-Chi,Fall 2019,PER,Unable to determine class period
PE,142.0,Karate,Fall 2019,PER,Unable to determine class period
PE,149.0,Modern Dance II,Fall 2019,PER,Unable to determine class period
PE,150.0,Contact Improvisation,Fall 2019,PER,4a
PE,151.0,Modern Dance III,Fall 2019,PER,Unable to determine class period
PE,152.0,"Lindy Hop, Beginning",Fall 2019,PER,Unable to determine class period
PE,154.0,Quidditch,Fall 2019,PER,6a
PE,158.01,Rock Climbing,Fall 2019,PER,6a
PE,158.02,Rock Climbing,Fall 2019,PER,5a
PE,158.03,Rock Climbing,Fall 2019,PER,2a
PE,159.0,Scuba,Fall 2019,PER,Unable to determine class period
PE,161.0,Self Defense for Women,Fall 2019,PER,Unable to determine class period
PE,167.01,Social Dance I,Fall 2019,PER,Unable to determine class period
PE,168.0,Social Dance II,Fall 2019,PER,Unable to determine class period
PE,171.0,Step Aerobics,Fall 2019,PER,Unable to determine class period
PE,172.0,"Swimming, Fitness",Fall 2019,PER,Unable to determine class period
PE,173.0,"Swimming, Instructional",Fall 2019,PER,Unable to determine class period
PE,175.0,"West Coast Swing, Beginning",Fall 2019,PER,Unable to determine class period
PE,190.01,"Volleyball, Co-ed",Fall 2019,PER,4a
PE,190.02,"Volleyball, Co-ed-Intermediate",Fall 2019,PER,Unable to determine class period
PE,194.0,"Weight Training, Beginning",Fall 2019,PER,Unable to determine class period
PE,195.0,Weight Training and Conditioning,Fall 2019,PER,Unable to determine class period
PE,197.0,"Yoga, Beginning",Fall 2019,PER,Unable to determine class period
PE,198.0,"Yoga, Continuing",Fall 2019,PER,Unable to determine class period
PE,217.0,"Cross Country Intercollegiate, Men",Fall 2019,PER,Unable to determine class period
PE,218.0,"Cross Country Intercollegiate, Women",Fall 2019,PER,Unable to determine class period
PE,226.0,Football Intercollegiate,Fall 2019,,Unable to determine class period
PE,229.0,"Golf Intercollegiate, Men",Fall 2019,,Unable to determine class period
PE,230.0,"Golf Intercollegiate, Women",Fall 2019,,Unable to determine class period
PE,269.0,"Soccer Intercollegiate, Men",Fall 2019,,Unable to determine class period
PE,270.0,"Soccer Intercollegiate, Women",Fall 2019,,Unable to determine class period
PE,291.0,"Volleyball Intercollegiate, Women",Fall 2019,,Unable to determine class period
PE,101.0,Aerobics,Winter 2020,"LAA, PER, INS",4/5c
PE,102.0,"Aikido, Intermediate",Winter 2020,"LAA, PER, INS",Unable to determine class period
